dt,name,code,pos_score
2016.01.27,대우인터내셔널,'047050,0.559103727
2016.01.28,GSÍ±¥ÏÑ§,'006360,0.61681205
2016.01.28,ÎåÄÌòÑ,'016090,0.608709812
2016.01.28,ÌòÑÎåÄÍ±¥ÏÑ§,'000720,0.598214328
2016.01.28,현대제철,'004020,0.569474578
2016.01.28,LG디스플레이,'034220,0.548316061
2016.01.29,POSCO,'005490,0.581675887
2016.01.29,대림산업,'000210,0.568523049
2016.01.29,LS산전,'010120,0.590674579
2016.01.29,ÌïúÍµ≠Ìï≠Í≥µÏö∞Ï£º,'047810,0.623718739
2016.01.29,NAVER,'035420,0.612065554
2016.01.29,ÌååÌä∏Î°†,'091700,0.613069236
2016.01.29,신세계,'004170,0.568441987
2016.01.29,삼성전자,'005930,0.512556374
2016.01.29,GS건설,'006360,0.576412797
2016.01.29,에스원,'012750,0.584002912
2016.01.29,제일기획,'030000,0.573398292
2016.01.29,Ìò∏ÌÖîÏã†Îùº,'008770,0.614822209
2016.02.01,삼성전기,'009150,0.557846189
2016.02.01,KT,'030200,0.597418845
2016.02.01,S-Oil,'010950,0.621256649
2016.02.01,Íµ≠ÎèÑÌôîÌïô,'007690,0.61040777
2016.02.01,ÎåÄÏö∞Ïù∏ÌÑ∞ÎÇ¥ÏÖîÎÑê,'047050,0.59677887
2016.02.01,ÎåÄÎ¶ºÏÇ∞ÏóÖ,'000210,0.618560016
2016.02.01,맥쿼리인프라,'088980,0.57570529
2016.02.02,ÌïòÏù¥Î°ùÏΩîÎ¶¨ÏïÑ,'013030,0.610323012
2016.02.02,한국철강,'104700,0.542264819
2016.02.02,LGÏú†ÌîåÎü¨Ïä§,'032640,0.609366477
2016.02.02,ÏúÑÎ©îÏù¥Îìú,'112040,0.61089021
2016.02.02,ÎåÄÎ¥âÏóòÏóêÏä§,'078140,0.604901552
2016.02.02,Î∞îÌÖç,'043150,0.600525975
2016.02.02,세아베스틸,'001430,0.602511466
2016.02.02,ÌïúÏÉò,'009240,0.615567625
2016.02.02,이마트,'139480,0.562147677
2016.02.02,대한제강,'084010,0.554346204
2016.02.02,삼성중공업,'010140,0.565620303
2016.02.02,현대글로비스,'086280,0.5772385
2016.02.02,ÌòÑÎåÄÎ°úÌÖú,'064350,0.620406806
2016.02.03,아모레퍼시픽,'090430,0.564378798
2016.02.03,GS홈쇼핑,'028150,0.604313672
2016.02.03,대한항공,'003490,0.574622273
2016.02.03,서울반도체,'046890,0.56318289
2016.02.03,ÏïÑÎ™®Î†àÌçºÏãúÌîΩ,'090430,0.61680752
2016.02.03,SKÌÖîÎ†àÏΩ§,'017670,0.588856876
2016.02.03,ÏÇºÏßÑÏ†úÏïΩ,'005500,0.622392058
2016.02.03,GSÌôàÏáºÌïë,'028150,0.597552478
2016.02.03,ÏõÖÏßÑÏîΩÌÅ¨ÎπÖ,'095720,0.590452969
2016.02.03,롯데케미칼,'011170,0.507048547
2016.02.04,에스케이디앤디,'210980,0.562144458
2016.02.04,게임빌,'063080,0.6130265
2016.02.04,컴투스,'078340,0.600701153
2016.02.04,ÎÜçÏö∞Î∞îÏù¥Ïò§,'054050,0.625331104
2016.02.04,Ïª¥Ìà¨Ïä§,'078340,0.593055725
2016.02.04,Í≤åÏûÑÎπå,'063080,0.599666834
2016.02.04,LG상사,'001120,0.573605776
2016.02.05,GSÎ¶¨ÌÖåÏùº,'007070,0.596292377
2016.02.05,Î°ØÎç∞ÏáºÌïë,'023530,0.613387764
2016.02.05,CJÏ†úÏùºÏ†úÎãπ,'097950,0.606047153
2016.02.05,ÎèôÏïÑÏóêÏä§Ìã∞,'170900,0.626271129
2016.02.05,현대산업,'012630,0.569928586
2016.02.05,현대미포조선,'010620,0.558596313
2016.02.05,CJ오쇼핑,'035760,0.589578748
2016.02.05,롯데하이마트,'071840,0.576279223
2016.02.05,한국전력,'015760,0.527831733
2016.02.05,CJ CGV,'079160,0.574032366
2016.02.11,ÌôòÏù∏Ï†úÏïΩ,'016580,0.603194475
2016.02.11,ÎëêÏÇ∞ÏóîÏßÑ,'082740,0.614461243
2016.02.11,Ïπ¥Ïπ¥Ïò§,'035720,0.587899923
2016.02.11,ÏÑ†Îç∞Ïù¥ÌÜ†Ï¶à,'123420,0.592651665
2016.02.11,Í∏àÌò∏ÏÑùÏú†,'011780,0.605937362
2016.02.11,Îç∞Î∏åÏãúÏä§ÌÑ∞Ï¶à,'194480,0.609879732
2016.02.11,ÌòÑÎåÄÎ∞±ÌôîÏ†ê,'069960,0.594779849
2016.02.11,SKÏù¥ÎÖ∏Î≤†Ïù¥ÏÖò,'096770,0.614801705
2016.02.11,GS,'078930,0.59208256
2016.02.11,ÎëêÏÇ∞Ï§ëÍ≥µÏóÖ,'034020,0.599783957
2016.02.11,SKC,'011790,0.613405585
2016.02.11,KCC,'002380,0.601339877
2016.02.11,SKÍ∞ÄÏä§,'018670,0.594584286
2016.02.11,LS산전,'010120,0.567473948
2016.02.11,LGÏÉùÎ™ÖÍ≥ºÌïô,'068870,0.618334413
2016.02.11,LIGÎÑ•Ïä§Ïõê,'079550,0.61866796
2016.02.11,ÎëêÏÇ∞Ïù∏ÌîÑÎùºÏΩîÏñ¥,'042670,0.598402619
2016.02.11,LGÏÉÅÏÇ¨,'001120,0.617628217
2016.02.11,코리안리,'003690,0.575522423
2016.02.11,ÏÖÄÌä∏Î¶¨Ïò®,'068270,0.596395135
2016.02.11,CJ제일제당,'097950,0.577673256
2016.02.11,현대그린푸드,'005440,0.566553414
2016.02.11,현대홈쇼핑,'057050,0.59004122
2016.02.12,엔씨소프트,'036570,0.581363559
2016.02.12,오리온,'001800,0.565904379
2016.02.12,에스엠,'041510,0.578011394
2016.02.12,BGF리테일,'027410,0.567195058
2016.02.12,현대리바트,'079430,0.571832776
2016.02.12,ÌïòÏù¥Ìä∏ÏßÑÎ°ú,'000080,0.594039857
2016.02.12,ÏóîÏî®ÏÜåÌîÑÌä∏,'036570,0.585495412
2016.02.15,CJ프레시웨이,'051500,0.573360205
2016.02.15,한국가스공사,'036460,0.573505998
2016.02.15,한전기술,'052690,0.590221703
2016.02.15,ÌïúÍµ≠ÏΩúÎßà,'161890,0.606620848
2016.02.16,ÎØºÏï§ÏßÄ,'214180,0.627129316
2016.02.16,GS리테일,'007070,0.575320959
2016.02.16,Ïî®ÌÅêÎ∏å,'101240,0.597480059
2016.02.16,ÎÜçÏã¨,'004370,0.593515277
2016.02.17,덱스터,'206560,0.557676673
2016.02.17,OCI,'010060,0.551868856
2016.02.17,케이탑리츠,'145270,0.562380552
2016.02.17,Î¨¥Ìïô,'033920,0.611034095
2016.02.17,ÏΩîÏä§Îß•Ïä§,'192820,0.610701859
2016.02.17,심텍,'222800,0.571615994
2016.02.17,한세실업,'105630,0.618041873
2016.02.18,ÏΩîÏõ®Ïù¥,'021240,0.620188653
2016.02.18,NHNÏóîÌÑ∞ÌÖåÏù∏Î®ºÌä∏,'181710,0.584319949
2016.02.19,에스엠,'041510,0.551145673
2016.02.22,Ïî®Ï††,'096530,0.600523055
2016.02.22,ÏïÑÎπÑÏΩîÏ†ÑÏûê,'036010,0.62078464
2016.02.22,LG전자,'066570,0.566292107
2016.02.22,SKÎÑ§Ìä∏ÏõçÏä§,'001740,0.588356555
2016.02.22,에스케이디앤디,'210980,0.57331866
2016.02.22,Î≥¥Î†πÏ†úÏïΩ,'003850,0.602961123
2016.02.23,이수페타시스,'007660,0.558981776
2016.02.23,현대백화점,'069960,0.569434822
2016.02.23,맥쿼리인프라,'088980,0.56457907
2016.02.24,ÎåÄÍµê,'019680,0.610098243
2016.02.24,Ïú†ÌïúÏñëÌñâ,'000100,0.606012285
2016.02.24,NEW,'160550,0.562319636
2016.02.24,하나투어,'039130,0.561760485
2016.02.25,Ï¢ÖÍ∑ºÎãπÎ∞îÏù¥Ïò§,'063160,0.584988534
2016.02.25,한화케미칼,'009830,0.571030617
2016.02.29,맥쿼리인프라,'088980,0.558093905
2016.02.29,Ìã∞Ïî®ÏºÄÏù¥,'064760,0.611187577
2016.02.29,Ìù•Íµ≠ÏóêÌîÑÏóîÎπÑ,'189980,0.598467171
2016.02.29,ÌïòÎÇòÌà¨Ïñ¥,'039130,0.603636086
2016.02.29,SK,'034730,0.611241221
2016.02.29,한국전력,'015760,0.519967854
2016.03.01,CJÌîÑÎ†àÏãúÏõ®Ïù¥,'051500,0.622849107
2016.03.01,ÏÇºÎ¶ΩÏãùÌíà,'005610,0.618763089
2016.03.02,ÎÜçÏö∞Î∞îÏù¥Ïò§,'054050,0.612019002
2016.03.02,ÎåÄÌòÑ,'016090,0.630164325
2016.03.02,현대산업,'012630,0.594495654
2016.03.03,롯데푸드,'002270,0.507356822
2016.03.03,롯데하이마트,'071840,0.527880013
2016.03.03,두산인프라코어,'042670,0.576626301
2016.03.03,쌍용차,'003620,0.585621655
2016.03.04,ÎèôÍµ≠Ï†úÏïΩ,'086450,0.623785973
2016.03.04,ÏÑ∏ÏΩîÎãâÏä§,'053450,0.612527668
2016.03.04,Î∏îÎ£®ÏΩ§,'033560,0.620274186
2016.03.07,ÌïúÌôîÌÖåÌÅ¨Ïúà,'012450,0.60439086
2016.03.07,ÌÉúÍ¥ë,'023160,0.599026442
2016.03.07,쿠쿠전자,'192400,0.591830492
2016.03.07,대우건설,'047040,0.601260424
2016.03.07,파트론,'091700,0.560952485
2016.03.08,롯데쇼핑,'023530,0.589292705
2016.03.08,삼성전자,'005930,0.547840476
2016.03.09,삼성화재,'000810,0.600488245
2016.03.09,LS,'006260,0.603871047
2016.03.10,Î≥¥Î†πÏ†úÏïΩ,'003850,0.589880288
2016.03.10,ÌïúÍµ≠Îß•ÎÑêÌã∞,'222980,0.612272084
2016.03.11,현대위아,'011210,0.553774834
2016.03.14,쿠쿠전자,'192400,0.576471984
2016.03.14,ÏïåÎ£®ÏΩî,'001780,0.590263486
2016.03.14,엔씨소프트,'036570,0.556038797
2016.03.15,ÏßÄÏä§ÎßàÌä∏Í∏ÄÎ°úÎ≤å,'114570,0.593255877
2016.03.15,ÌôîÏÑ±,'039610,0.624236166
2016.03.15,SK,'034730,0.589604974
2016.03.17,ÎèôÏïÑÏèòÏãúÏò§ÌôÄÎî©Ïä§,'000640,0.613357425
2016.03.17,삼성SDI,'006400,0.574485779
2016.03.18,ÎØºÏï§ÏßÄ,'214180,0.616262972
2016.03.18,ÏóêÏä§Ïï§Ïî®ÏóîÏßÑÍ∑∏Î£π,'900080,0.613022685
2016.03.18,ÏÑúÏö∏Ïò•ÏÖò,'063170,0.59101522
2016.03.21,서울반도체,'046890,0.56565845
2016.03.23,Ïª¥Ìà¨Ïä§,'078340,0.602544427
2016.03.24,ÏóêÎÑ•Ïä§,'011090,0.602240622
2016.03.24,Ï∞ΩÌï¥ÏóêÌÉÑÏò¨,'004650,0.602367401
2016.03.25,ÏôÄÏù¥ÏÜî,'122990,0.59617728
2016.03.25,LIGÎÑ•Ïä§Ïõê,'079550,0.606916964
2016.03.25,삼기오토모티브,'122350,0.559299469
2016.03.28,LG이노텍,'011070,0.596116066
2016.03.29,ÏΩîÎùºÏò§ÌôÄÎî©Ïä§,'900140,0.597725093
2016.03.30,SKÌÖîÎ†àÏΩ§,'017670,0.591547668
2016.03.30,대림씨엔에스,'004440,0.581816316
2016.03.30,코리안리,'003690,0.591830492
2016.03.31,Î∞îÎîîÌÖçÎ©îÎìú,'206640,0.599069417
2016.03.31,ÎèôÏïÑÏóêÏä§Ìã∞,'170900,0.613074183
2016.03.31,ÎÇòÎÖ∏,'187790,0.605947435
2016.03.31,LS산전,'010120,0.584538817
2016.03.31,게임빌,'063080,0.59062773
2016.04.01,Îû©ÏßÄÎÖ∏ÎØπÏä§,'084650,0.608633161
2016.04.01,CJÌó¨Î°úÎπÑÏ†Ñ,'037560,0.590826333
2016.04.04,ÏÇ¨Ï°∞ÏÇ∞ÏóÖ,'007160,0.599456787
2016.04.04,대호에이엘,'069460,0.551164806
2016.04.04,Ïú†ÏàòÌôÄÎî©Ïä§,'000700,0.636509359
2016.04.04,우수AMS,'066590,0.593851924
2016.04.05,현대백화점,'069960,0.569624007
2016.04.05,GS건설,'006360,0.574815512
2016.04.06,컴투스,'078340,0.569948614
2016.04.06,ÎåÄÏõÖ,'003090,0.622353494
2016.04.06,에스원,'012750,0.576242685
2016.04.07,Îß§ÏùºÏú†ÏóÖ,'005990,0.594235599
2016.04.08,ÎëêÏÇ∞,'000150,0.599180222
2016.04.11,CJÏ†úÏùºÏ†úÎãπ,'097950,0.614524484
2016.04.11,Ïù¥ÎßàÌä∏,'139480,0.607873678
2016.04.12,Ïπ¥Ïπ¥Ïò§,'035720,0.597771108
2016.04.12,동부화재,'005830,0.57744354
2016.04.12,LG전자,'066570,0.561269581
2016.04.14,Ìú¥ÎπÑÏ∏†,'065510,0.59854877
2016.04.14,ÎåÄÏõÖÏ†úÏïΩ,'069620,0.599021614
2016.04.15,ÏÑ†Îç∞Ïù¥ÌÜ†Ï¶à,'123420,0.601576805
2016.04.19,한국전력,'015760,0.575453281
2016.04.19,ÎåÄÎ¥âÏóòÏóêÏä§,'078140,0.598699987
2016.04.20,ÎëêÏÇ∞Ïù∏ÌîÑÎùºÏΩîÏñ¥,'042670,0.614051044
2016.04.20,ÎëêÏÇ∞Ï§ëÍ≥µÏóÖ,'034020,0.588342905
2016.04.20,두산,'000150,0.595939875
2016.04.20,두산인프라코어,'042670,0.531740367
2016.04.20,두산중공업,'034020,0.580690265
2016.04.20,조이시티,'067000,0.588102698
2016.04.20,코리안리,'003690,0.591830492
2016.04.20,와이지엔터테인먼트,'122870,0.600611925
2016.04.21,LS산전,'010120,0.566590011
2016.04.22,S-Oil,'010950,0.600750268
2016.04.22,KT&amp;G,'033780,0.606666327
2016.04.22,LGÌôîÌïô,'051910,0.606321454
2016.04.22,ÎåÄÎ¶ºÏÇ∞ÏóÖ,'000210,0.615903199
2016.04.22,Ìè¨Ïä§ÏΩîÎåÄÏö∞,'047050,0.6092785
2016.04.22,LIGÎÑ•Ïä§Ïõê,'079550,0.595942199
2016.04.22,ÎåÄÌòÑ,'016090,0.619643271
2016.04.22,KT&amp;G,'033780,0.577495992
2016.04.22,제일기획,'030000,0.59446764
2016.04.25,KB손해보험,'002550,0.581371188
2016.04.25,Ïù∏Î∞îÎîî,'041830,0.587375581
2016.04.25,Íµ≠ÎèÑÌôîÌïô,'007690,0.618223846
2016.04.25,SKÏù¥ÎÖ∏Î≤†Ïù¥ÏÖò,'096770,0.595443666
2016.04.25,Ïù∏Î≤†ÎãàÏïÑ,'079950,0.628273547
2016.04.25,Î©ÄÌã∞Ï∫†ÌçºÏä§,'067280,0.594185174
2016.04.25,POSCO,'005490,0.547401965
2016.04.25,대림산업,'000210,0.573448896
2016.04.25,포스코대우,'047050,0.557676315
2016.04.25,한국전력,'015760,0.563554943
2016.04.26,서울반도체,'046890,0.589797974
2016.04.26,SKC코오롱PI,'178920,0.549737692
2016.04.27,SKÌïòÏù¥ÎãâÏä§,'000660,0.600216568
2016.04.27,삼성전기,'009150,0.555945456
2016.04.27,현대차,'005380,0.553472996
2016.04.27,ÎåÄÍµê,'019680,0.596580982
2016.04.27,동원산업,'006040,0.571893692
2016.04.27,한전기술,'052690,0.549241483
2016.04.27,LS산전,'010120,0.589041352
2016.04.28,ÌòÑÎåÄÍ±¥ÏÑ§,'000720,0.62346524
2016.04.28,LGÏù¥ÎÖ∏ÌÖç,'011070,0.609351218
2016.04.28,Ìú¥ÎπÑÏ∏†,'065510,0.600662827
2016.04.28,LG디스플레이,'034220,0.537526071
2016.04.28,현대모비스,'012330,0.557820916
2016.04.28,현대건설,'000720,0.555921555
2016.04.28,LGÏÉùÌôúÍ±¥Í∞ï,'051900,0.624639094
2016.04.28,LGÏú†ÌîåÎü¨Ïä§,'032640,0.616921127
2016.04.28,LGÎîîÏä§ÌîåÎ†àÏù¥,'034220,0.615311623
2016.04.28,현대제철,'004020,0.592612147
2016.04.28,메리츠화재,'000060,0.591830492
2016.04.28,LG유플러스,'032640,0.587508619
2016.04.28,Ï¢ÖÍ∑ºÎãπ,'185750,0.618269682
2016.04.28,LG이노텍,'011070,0.575916052
2016.04.28,SK하이닉스,'000660,0.580126345
2016.04.28,LG생활건강,'051900,0.517048419
2016.04.28,기아차,'000270,0.572423577
2016.04.28,현대위아,'011210,0.585819066
2016.04.28,CJ제일제당,'097950,0.579911292
2016.04.29,만도,'204320,0.571121395
2016.04.29,에스원,'012750,0.561612725
2016.04.29,동양생명,'082640,0.596502066
2016.04.29,세아베스틸,'001430,0.567529857
2016.04.29,LG상사,'001120,0.572643757
2016.04.29,SK텔레콤,'017670,0.552741349
2016.04.29,대한항공,'003490,0.592030525
2016.04.29,LG전자,'066570,0.5559026
2016.04.29,NAVER,'035420,0.608489573
2016.04.29,Ïú†ÌïúÏñëÌñâ,'000100,0.620146692
2016.04.29,SKÌÖîÎ†àÏΩ§,'017670,0.608258128
2016.04.29,ÌïúÎØ∏ÏïΩÌíà,'128940,0.608258128
2016.05.02,LGÏ†ÑÏûê,'066570,0.611545205
2016.05.02,삼성화재,'000810,0.591830492
2016.05.02,현대해상,'001450,0.591830492
2016.05.02,KT,'030200,0.567921996
2016.05.02,대우건설,'047040,0.579270661
2016.05.02,맥쿼리인프라,'088980,0.577810824
2016.05.02,삼성중공업,'010140,0.583428979
2016.05.02,Ìò∏ÌÖîÏã†Îùº,'008770,0.61236316
2016.05.02,LGÏÉÅÏÇ¨,'001120,0.596641123
2016.05.02,Î°ØÎç∞ÏºÄÎØ∏Ïπº,'011170,0.612381339
2016.05.02,동부화재,'005830,0.591830492
2016.05.02,KT,'030200,0.593571901
2016.05.02,Î≥¥Î†πÏ†úÏïΩ,'003850,0.599829257
2016.05.02,한전KPS,'051600,0.576888084
2016.05.03,한화테크윈,'012450,0.548285663
2016.05.03,신세계푸드,'031440,0.571384966
2016.05.03,SKÎÑ§Ìä∏ÏõçÏä§,'001740,0.598979652
2016.05.03,ÎèôÏïÑÏóêÏä§Ìã∞,'170900,0.604235649
2016.05.03,ÏïÑÎ™®Î†àÌçºÏãúÌîΩ,'090430,0.622029185
2016.05.03,GSÌôàÏáºÌïë,'028150,0.619712293
2016.05.03,메리츠종금증권,'008560,0.591830492
2016.05.03,GS홈쇼핑,'028150,0.589880347
2016.05.03,아모레퍼시픽,'090430,0.558118641
2016.05.04,OCI,'010060,0.537809372
2016.05.04,파트론,'091700,0.58543092
2016.05.04,ÎåÄÎ¥âÏóòÏóêÏä§,'078140,0.606301308
2016.05.04,ÎØºÏï§ÏßÄ,'214180,0.624300778
2016.05.04,ÏΩîÏõ®Ïù¥,'021240,0.589660764
2016.05.04,Ïú†ÎÇòÏù¥Ìã∞ÎìúÏ†úÏïΩ,'033270,0.605533421
2016.05.04,Î∞îÌÖç,'043150,0.600860298
2016.05.04,현대백화점,'069960,0.579343617
2016.05.04,코리안리,'003690,0.591830492
2016.05.09,동원산업,'006040,0.596517265
2016.05.09,롯데하이마트,'071840,0.586540878
2016.05.09,CJ대한통운,'000120,0.597748697
2016.05.09,Î°ØÎç∞ÏáºÌïë,'023530,0.594136655
2016.05.09,ÎåÄÌòÑ,'016090,0.61578542
2016.05.09,OCI,'010060,0.599932075
2016.05.10,ÏÇºÏßÑÏ†úÏïΩ,'005500,0.620864213
2016.05.10,ÌòÑÎåÄÎ∞±ÌôîÏ†ê,'069960,0.595624626
2016.05.10,ÏΩîÏä§Îß•Ïä§,'192820,0.599718034
2016.05.10,ÌòÑÎåÄÌôàÏáºÌïë,'057050,0.601350129
2016.05.10,ÌòÑÎåÄÍ∑∏Î¶∞Ìë∏Îìú,'005440,0.613985121
2016.05.10,한섬,'020000,0.572881579
2016.05.10,CJ CGV,'079160,0.568044543
2016.05.10,코스맥스,'192820,0.516384065
2016.05.10,BGF리테일,'027410,0.559278607
2016.05.10,두산인프라코어,'042670,0.600851417
2016.05.10,한국전력,'015760,0.584700942
2016.05.11,심텍,'222800,0.58314693
2016.05.11,CJ제일제당,'097950,0.587108612
2016.05.11,CJ E&amp;M,'130960,0.579453826
2016.05.11,인바디,'041830,0.591830492
2016.05.11,CJÏ†úÏùºÏ†úÎãπ,'097950,0.594660461
2016.05.11,ÏÇºÏùµTHK,'004380,0.648087442
2016.05.11,Ïù∏Î∞îÎîî,'041830,0.589520335
2016.05.11,Ï¢ÖÍ∑ºÎãπÌôÄÎî©Ïä§,'001630,0.595233917
2016.05.12,BGF리테일,'027410,0.588013113
2016.05.12,SKC,'011790,0.599298716
2016.05.12,안트로젠,'065660,0.591830492
2016.05.12,컴투스,'078340,0.559560657
2016.05.12,인터로조,'119610,0.591830492
2016.05.12,와이지엔터테인먼트,'122870,0.592603862
2016.05.12,한국전력,'015760,0.510600805
2016.05.12,게임빌,'063080,0.602243841
2016.05.12,한화생명,'088350,0.597882926
2016.05.13,동양생명,'082640,0.58630532
2016.05.13,Ï¢ÖÍ∑ºÎãπÎ∞îÏù¥Ïò§,'063160,0.623776197
2016.05.13,한국가스공사,'036460,0.55825752
2016.05.13,한화케미칼,'009830,0.570713222
2016.05.13,케이탑리츠,'145270,0.560369015
2016.05.13,한국콜마,'161890,0.540133715
2016.05.13,에스엠,'041510,0.596561551
2016.05.13,Ïπ¥Ïπ¥Ïò§,'035720,0.606328845
2016.05.16,삼성생명,'032830,0.57913059
2016.05.16,ÏóîÏî®ÏÜåÌîÑÌä∏,'036570,0.594555259
2016.05.16,NHNÏóîÌÑ∞ÌÖåÏù∏Î®ºÌä∏,'181710,0.588438153
2016.05.16,Ìè¨Ïä§ÏΩî ICT,'022100,0.593711615
2016.05.16,Ïó†ÏºÄÏù¥Ìä∏Î†åÎìú,'069640,0.624617875
2016.05.16,NH투자증권,'005940,0.585826933
2016.05.16,미래에셋증권,'037620,0.573648393
2016.05.16,조이시티,'067000,0.607326388
2016.05.16,엔씨소프트,'036570,0.58651042
2016.05.16,오리온,'001800,0.556146443
2016.05.17,SBS,'034120,0.582729995
2016.05.17,한국철강,'104700,0.562348247
2016.05.17,SK디앤디,'210980,0.596909821
2016.05.17,ÎèôÏïÑÏèòÏãúÏò§ÌôÄÎî©Ïä§,'000640,0.61064291
2016.05.17,대한제강,'084010,0.571521461
2016.05.17,SK,'034730,0.583157361
2016.05.17,ÎèôÍµ≠Ï†úÏïΩ,'086450,0.599457502
2016.05.17,롯데칠성,'005300,0.565830767
2016.05.17,쿠쿠전자,'192400,0.588861525
2016.05.17,동운아나텍,'094170,0.574890375
2016.05.17,삼성증권,'016360,0.591830492
2016.05.17,오스템임플란트,'048260,0.591830492
2016.05.17,매일유업,'005990,0.575376034
2016.05.17,아모텍,'052710,0.575510502
2016.05.17,강스템바이오텍,'217730,0.591830492
2016.05.18,LG,'003550,0.594597459
2016.05.19,키이스트,'054780,0.568463385
2016.05.19,한진칼,'180640,0.565125823
2016.05.23,한국전력,'015760,0.542619824
2016.05.23,현대백화점,'069960,0.570513606
2016.05.24,바디텍메드,'206640,0.591830492
2016.05.24,Í≤ΩÎèôÏ†úÏïΩ,'011040,0.606815398
2016.05.24,SK,'034730,0.593167007
2016.05.24,SKÎ®∏Ìã∞Î¶¨ÏñºÏ¶à,'036490,0.600078821
2016.05.24,Î™®ÎÇòÎ¶¨Ïûê,'012690,0.625252306
2016.05.24,Î©îÎîîÏïÑÎÇò,'041920,0.617710769
2016.05.25,Ï∞ΩÌï¥ÏóêÌÉÑÏò¨,'004650,0.602193058
