dt,name,code,pos_score
2016.02.23,맥쿼리인프라,'088980,0.4
2016.02.23,현대백화점,'069960,0.818
2016.02.24,NEW,'160550,0.706
2016.02.24,대교,'019680,0.857
2016.02.24,유한양행,'000100,0.727
2016.02.24,하나투어,'039130,0.545
2016.02.25,한화케미칼,'009830,0.647
2016.02.25,종근당바이오,'063160,0.333
2016.02.29,흥국에프엔비,'189980,0.833
2016.02.29,SK,'034730,0.917
2016.02.29,티씨케이,'064760,0.667
2016.02.29,맥쿼리인프라,'088980,0.833
2016.02.29,한국전력,'015760,0.77
2016.03.01,CJ프레시웨이,'051500,0.75
2016.03.01,삼립식품,'005610,0.576
2016.03.02,농우바이오,'054050,0.688
2016.03.02,대현,'016090,0.667
2016.03.02,현대산업,'012630,0.857
2016.03.03,롯데하이마트,'071840,0.667
2016.03.03,롯데푸드,'002270,0.846
2016.03.03,두산인프라코어,'042670,0.833
2016.03.04,블루콤,'033560,0.857
2016.03.04,동국제약,'086450,0.773
2016.03.04,세코닉스,'053450,0.833
2016.03.07,대우건설,'047040,0.857
2016.03.07,쿠쿠전자,'192400,0.405
2016.03.07,태광,'023160,0.769
2016.03.07,파트론,'091700,0.8
2016.03.07,한화테크윈,'012450,0.792
2016.03.08,삼성전자,'005930,0.667
2016.03.08,롯데쇼핑,'023530,0.8
2016.03.09,삼성화재,'000810,0.944
2016.03.09,LS,'006260,0.778
2016.03.10,한국맥널티,'222980,0.667
2016.03.10,보령제약,'003850,0.933
2016.03.11,현대위아,'011210,0.643
2016.03.14,쿠쿠전자,'192400,0.833
2016.03.14,알루코,'001780,0.857
2016.03.14,엔씨소프트,'036570,0.769
2016.03.15,화성,'039610,0.95
2016.03.15,SK,'034730,0.778
2016.03.15,지스마트글로벌,'114570,0.857
2016.03.17,동아쏘시오홀딩스,'000640,0.571
2016.03.17,삼성SDI,'006400,0.571
2016.03.18,에스앤씨엔진그룹,'900080,0.5
2016.03.18,민앤지,'214180,0.867
2016.03.18,서울옥션,'063170,1.0
2016.03.21,서울반도체,'046890,0.667
2016.03.23,컴투스,'078340,0.857
2016.03.24,창해에탄올,'004650,0.857
2016.03.24,에넥스,'011090,0.833
2016.03.25,삼기오토모티브,'122350,0.855
2016.03.25,와이솔,'122990,0.667
2016.03.25,LIG넥스원,'079550,0.77
2016.03.28,LG이노텍,'011070,0.857
2016.03.29,코라오홀딩스,'900140,0.779
2016.03.30,SK텔레콤,'017670,0.833
2016.03.30,코리안리,'003690,0.8
2016.03.31,게임빌,'063080,0.833
2016.03.31,LS산전,'010120,0.769
2016.03.31,바디텍메드,'206640,0.898
2016.03.31,나노,'187790,0.667
2016.03.31,동아에스티,'170900,0.5
2016.04.01,CJ헬로비전,'037560,1.0
2016.04.01,랩지노믹스,'084650,0.857
2016.04.04,사조산업,'007160,0.786
2016.04.04,유수홀딩스,'000700,0.778
2016.04.04,대호에이엘,'069460,0.958
2016.04.04,우수AMS,'066590,0.95
2016.04.05,GS건설,'006360,0.778
2016.04.05,현대백화점,'069960,0.829
2016.04.06,에스원,'012750,1.0
2016.04.06,대웅,'003090,0.674
2016.04.06,컴투스,'078340,0.667
2016.04.07,매일유업,'005990,0.82
2016.04.08,두산,'000150,0.667
2016.04.11,이마트,'139480,0.622
2016.04.11,CJ제일제당,'097950,0.75
2016.04.12,동부화재,'005830,0.667
2016.04.12,카카오,'035720,0.714
2016.04.12,LG전자,'066570,0.875
2016.04.14,휴비츠,'065510,0.714
2016.04.14,대웅제약,'069620,0.818
2016.04.15,선데이토즈,'123420,0.857
2016.04.19,한국전력,'015760,0.667
2016.04.19,대봉엘에스,'078140,0.917
2016.04.20,두산중공업,'034020,0.857
2016.04.20,와이지엔터테인먼트,'122870,0.667
2016.04.20,조이시티,'067000,0.667
2016.04.20,코리안리,'003690,0.593
2016.04.20,두산인프라코어,'042670,0.786
2016.04.20,두산인프라코어,'042670,0.857
2016.04.20,두산,'000150,0.857
2016.04.20,두산중공업,'034020,0.857
2016.04.21,LS산전,'010120,0.849
2016.04.22,대현,'016090,0.857
2016.04.22,LG화학,'051910,0.5
2016.04.22,LIG넥스원,'079550,0.857
2016.04.22,포스코대우,'047050,0.667
2016.04.22,제일기획,'030000,0.778
2016.04.22,대림산업,'000210,0.913
2016.04.22,S-Oil,'010950,0.857
2016.04.25,SK이노베이션,'096770,0.667
2016.04.25,포스코대우,'047050,0.75
2016.04.25,국도화학,'007690,0.846
2016.04.25,한국전력,'015760,0.833
2016.04.25,KB손해보험,'002550,0.8
2016.04.25,인베니아,'079950,1.0
2016.04.25,대림산업,'000210,0.833
2016.04.25,인바디,'041830,0.857
2016.04.25,멀티캠퍼스,'067280,0.692
2016.04.25,POSCO,'005490,0.867
2016.04.26,서울반도체,'046890,0.767
2016.04.26,SKC코오롱PI,'178920,0.818
2016.04.27,대교,'019680,0.667
2016.04.27,LS산전,'010120,0.667
2016.04.27,동원산업,'006040,0.857
2016.04.27,한전기술,'052690,0.619
2016.04.27,현대차,'005380,0.571
2016.04.27,SK하이닉스,'000660,0.771
2016.04.27,삼성전기,'009150,0.333
2016.04.28,현대모비스,'012330,0.667
2016.04.28,SK하이닉스,'000660,0.571
2016.04.28,현대제철,'004020,0.667
2016.04.28,기아차,'000270,0.857
2016.04.28,현대건설,'000720,0.667
2016.04.28,현대건설,'000720,0.846
2016.04.28,LG이노텍,'011070,0.6
2016.04.28,LG생활건강,'051900,0.857
2016.04.28,LG생활건강,'051900,0.889
2016.04.28,LG이노텍,'011070,0.6
2016.04.28,CJ제일제당,'097950,0.7
2016.04.28,메리츠화재,'000060,0.5
2016.04.28,현대위아,'011210,0.308
2016.04.28,LG디스플레이,'034220,0.833
2016.04.28,휴비츠,'065510,0.833
2016.04.28,LG디스플레이,'034220,0.818
2016.04.28,종근당,'185750,0.833
2016.04.28,LG유플러스,'032640,0.765
2016.04.28,LG유플러스,'032640,0.833
2016.04.29,NAVER,'035420,0.75
2016.04.29,세아베스틸,'001430,0.286
2016.04.29,한미약품,'128940,0.667
2016.04.29,동양생명,'082640,0.571
2016.04.29,만도,'204320,0.857
2016.04.29,에스원,'012750,0.75
2016.04.29,대한항공,'003490,0.75
2016.04.29,LG상사,'001120,0.714
2016.04.29,SK텔레콤,'017670,0.6
2016.04.29,SK텔레콤,'017670,0.8
2016.04.29,LG전자,'066570,0.833
2016.04.29,유한양행,'000100,0.714
2016.05.02,삼성화재,'000810,0.7
2016.05.02,보령제약,'003850,0.519
2016.05.02,KT,'030200,0.667
2016.05.02,호텔신라,'008770,0.667
2016.05.02,맥쿼리인프라,'088980,0.833
2016.05.02,LG전자,'066570,0.75
2016.05.02,현대해상,'001450,0.667
2016.05.02,대우건설,'047040,0.5
2016.05.02,KT,'030200,0.75
2016.05.02,롯데케미칼,'011170,0.571
2016.05.02,한전KPS,'051600,0.613
2016.05.02,삼성중공업,'010140,0.375
2016.05.03,아모레퍼시픽,'090430,0.75
2016.05.03,신세계푸드,'031440,0.667
2016.05.03,동아에스티,'170900,0.667
2016.05.03,한화테크윈,'012450,0.667
2016.05.03,GS홈쇼핑,'028150,0.7
2016.05.03,GS홈쇼핑,'028150,0.833
2016.05.03,SK네트웍스,'001740,0.667
2016.05.04,대봉엘에스,'078140,0.818
2016.05.04,바텍,'043150,0.833
2016.05.04,민앤지,'214180,0.769
2016.05.04,현대백화점,'069960,0.818
2016.05.04,OCI,'010060,0.778
2016.05.04,코웨이,'021240,0.857
2016.05.04,유나이티드제약,'033270,0.778
2016.05.04,파트론,'091700,0.857
2016.05.09,CJ대한통운,'000120,0.833
2016.05.09,대현,'016090,0.857
2016.05.09,롯데하이마트,'071840,0.667
2016.05.09,동원산업,'006040,0.8
2016.05.09,롯데쇼핑,'023530,0.6
2016.05.09,OCI,'010060,0.727
2016.05.10,현대홈쇼핑,'057050,0.667
2016.05.10,CJ CGV,'079160,0.667
2016.05.10,BGF리테일,'027410,0.667
2016.05.10,코스맥스,'192820,0.818
2016.05.10,두산인프라코어,'042670,0.667
2016.05.10,현대그린푸드,'005440,0.857
2016.05.10,한국전력,'015760,0.857
2016.05.10,한섬,'020000,0.857
2016.05.10,현대백화점,'069960,0.75
2016.05.10,코스맥스,'192820,0.778
2016.05.10,삼진제약,'005500,0.818
2016.05.11,인바디,'041830,0.68
2016.05.11,CJ E&amp;M,'130960,0.5
2016.05.11,종근당홀딩스,'001630,0.667
2016.05.11,인바디,'041830,0.857
2016.05.11,CJ제일제당,'097950,0.667
2016.05.11,삼익THK,'004380,0.667
2016.05.11,CJ제일제당,'097950,0.778
2016.05.11,심텍,'222800,0.667
2016.05.12,와이지엔터테인먼트,'122870,0.778
2016.05.12,한화생명,'088350,0.667
2016.05.12,게임빌,'063080,0.778
2016.05.12,안트로젠,'065660,0.753
2016.05.12,한국전력,'015760,0.818
2016.05.12,SKC,'011790,0.429
2016.05.12,컴투스,'078340,0.857
2016.05.12,BGF리테일,'027410,0.75
2016.05.13,한화케미칼,'009830,0.75
2016.05.13,한국콜마,'161890,0.75
2016.05.13,동양생명,'082640,0.333
2016.05.13,종근당바이오,'063160,0.833
2016.05.13,카카오,'035720,0.889
2016.05.13,케이탑리츠,'145270,0.83
2016.05.13,에스엠,'041510,0.75
2016.05.13,한국가스공사,'036460,0.7
2016.05.16,포스코 ICT,'022100,0.882
2016.05.16,삼성생명,'032830,0.6
2016.05.16,엔씨소프트,'036570,0.625
2016.05.16,미래에셋증권,'037620,0.714
2016.05.16,엠케이트렌드,'069640,0.833
2016.05.16,조이시티,'067000,0.714
2016.05.16,NHN엔터테인먼트,'181710,0.667
2016.05.16,엔씨소프트,'036570,0.714
2016.05.16,오리온,'001800,0.75
2016.05.16,NH투자증권,'005940,0.667
2016.05.17,동아쏘시오홀딩스,'000640,0.792
2016.05.17,대한제강,'084010,0.667
2016.05.17,SBS,'034120,0.667
2016.05.17,오스템임플란트,'048260,0.667
2016.05.17,아모텍,'052710,0.667
2016.05.17,롯데칠성,'005300,0.778
2016.05.17,매일유업,'005990,0.75
2016.05.17,한국철강,'104700,0.667
2016.05.17,삼성증권,'016360,0.64
2016.05.17,동운아나텍,'094170,0.818
2016.05.17,쿠쿠전자,'192400,0.429
2016.05.17,강스템바이오텍,'217730,0.714
2016.05.17,동국제약,'086450,0.818
2016.05.17,SK,'034730,0.857
2016.05.17,SK디앤디,'210980,0.667
2016.05.18,LG,'003550,0.842
2016.05.19,키이스트,'054780,0.571
2016.05.19,한진칼,'180640,0.667
2016.05.23,현대백화점,'069960,0.667
2016.05.23,한국전력,'015760,0.875
2016.05.24,바디텍메드,'206640,0.37
2016.05.24,SK머티리얼즈,'036490,0.362
2016.05.24,SK,'034730,0.538
2016.05.24,모나리자,'012690,0.333
2016.05.24,메디아나,'041920,0.818
2016.05.24,경동제약,'011040,0.444
2016.05.25,창해에탄올,'004650,0.83
2016.05.27,아이쓰리시스템,'214430,0.833
2016.05.27,엠케이트렌드,'069640,0.857
2016.05.30,한국금융지주,'071050,0.537
2016.05.30,LS,'006260,0.333
2016.05.31,SK텔레콤,'017670,0.667
2016.06.01,광동제약,'009290,0.667
2016.06.01,레드캡투어,'038390,0.333
2016.06.02,쌍용차,'003620,0.667
2016.06.02,한국전력,'015760,0.786
2016.06.03,NEW,'160550,1.0
2016.06.03,만도,'204320,0.833
2016.06.03,디티앤씨,'187220,0.875
2016.06.07,맥쿼리인프라,'088980,0.833
2016.06.07,한샘,'009240,0.625
2016.06.07,아이센스,'099190,0.567
2016.06.07,멕아이씨에스,'058110,0.857
2016.06.07,현대로템,'064350,0.688
2016.06.07,풀무원,'017810,0.667
2016.06.08,녹십자,'006280,0.727
2016.06.08,기아차,'000270,0.733
2016.06.09,LG전자,'066570,0.667
2016.06.09,두산인프라코어,'042670,0.75
2016.06.09,선데이토즈,'123420,0.571
2016.06.10,베셀,'177350,1.0
2016.06.10,아이마켓코리아,'122900,0.757
2016.06.13,SK네트웍스,'001740,0.841
2016.06.13,LG이노텍,'011070,0.625
2016.06.13,NAVER,'035420,0.667
2016.06.14,삼성SDI,'006400,0.688
2016.06.14,보령제약,'003850,0.8
2016.06.14,현대홈쇼핑,'057050,0.7692
2016.06.15,메가스터디교육,'215200,1.0
2016.06.15,파트론,'091700,0.857
2016.06.15,큐브엔터,'182360,0.667
2016.06.16,미래컴퍼니,'049950,0.5
2016.06.16,농우바이오,'054050,0.929
2016.06.16,맥쿼리인프라,'088980,0.455
2016.06.16,모나미,'005360,0.333
2016.06.16,웅진씽크빅,'095720,0.778
2016.06.16,네오팜,'092730,0.667
2016.06.16,쿠쿠전자,'192400,0.696
2016.06.17,화승인더,'006060,0.667
2016.06.17,하츠,'066130,0.667
2016.06.20,LG화학,'051910,0.667
2016.06.20,LG전자,'066570,0.667
2016.06.20,LG,'003550,0.667
2016.06.20,LG생활건강,'051900,0.667
2016.06.20,대아티아이,'045390,0.667
2016.06.20,진로발효,'018120,0.667
2016.06.20,LG디스플레이,'034220,0.655
2016.06.20,KTH,'036030,0.333
2016.06.20,LG이노텍,'011070,0.778
2016.06.20,LG생명과학,'068870,0.608
2016.06.20,LG유플러스,'032640,0.571
2016.06.22,삼천리자전거,'024950,0.75
2016.06.22,신세계인터내셔날,'031430,0.786
2016.06.22,동아엘텍,'088130,0.857
2016.06.22,빙그레,'005180,0.75
2016.06.22,GS홈쇼핑,'028150,0.429
2016.06.22,한섬,'020000,0.667
2016.06.22,영우디에스피,'143540,0.857
2016.06.22,한화테크윈,'012450,0.857
2016.06.22,LF,'093050,0.667
2016.06.23,미동앤씨네마,'161570,0.667
2016.06.23,드래곤플라이,'030350,0.6
2016.06.24,동서,'026960,0.833
2016.06.24,락앤락,'115390,0.667
2016.06.24,멀티캠퍼스,'067280,0.857
2016.06.28,현대위아,'011210,0.75
2016.06.28,LG상사,'001120,0.5
2016.06.28,한화케미칼,'009830,0.667
2016.06.28,금호석유,'011780,0.667
2016.06.28,SKC,'011790,0.667
2016.06.28,OCI,'010060,0.667
2016.06.28,SK이노베이션,'096770,0.667
2016.06.28,GS,'078930,0.667
2016.06.28,코리아에프티,'123410,0.959
2016.06.28,S-Oil,'010950,0.667
2016.06.28,국도화학,'007690,0.769
2016.06.28,유앤아이,'056090,0.778
2016.06.28,신세계푸드,'031440,0.667
2016.06.28,세중,'039310,0.571
2016.06.28,SK가스,'018670,0.256
2016.06.28,LG화학,'051910,0.674
2016.06.28,롯데케미칼,'011170,0.542
2016.06.28,포스코대우,'047050,0.333
2016.06.28,KCC,'002380,0.471
2016.06.29,한국맥널티,'222980,0.857
2016.06.29,플랜티넷,'075130,0.727
2016.06.30,능률교육,'053290,0.857
2016.06.30,더블유게임즈,'192080,0.667
2016.07.01,환인제약,'016580,0.583
2016.07.04,녹십자홀딩스,'005250,0.714
2016.07.04,맥쿼리인프라,'088980,0.667
2016.07.04,엠게임,'058630,0.714
2016.07.04,대웅,'003090,0.667
2016.07.04,종근당홀딩스,'001630,0.75
2016.07.04,한미사이언스,'008930,0.714
2016.07.04,지엠비코리아,'013870,0.667
2016.07.04,동아쏘시오홀딩스,'000640,0.667
2016.07.04,KNN,'058400,0.571
2016.07.04,리노공업,'058470,0.857
2016.07.05,이스트소프트,'047560,0.667
2016.07.06,동성코퍼레이션,'102260,0.667
2016.07.06,라온시큐어,'042510,0.667
2016.07.06,SK디앤디,'210980,0.857
2016.07.06,처음앤씨,'111820,0.833
2016.07.06,KT뮤직,'043610,0.714
2016.07.07,코웨이,'021240,0.261
2016.07.07,크리스탈,'083790,0.786
2016.07.07,에스원,'012750,0.75
2016.07.07,대상,'001680,0.778
2016.07.07,현대리바트,'079430,0.692
2016.07.07,우진플라임,'049800,0.964
2016.07.08,파트론,'091700,0.857
2016.07.08,동아에스티,'170900,0.813
2016.07.08,LS,'006260,0.75
2016.07.08,삼보모터스,'053700,1.0
2016.07.11,쎄트렉아이,'099320,0.771
2016.07.11,동성코퍼레이션,'102260,0.832
2016.07.11,한국전력,'015760,0.842
2016.07.11,한국전자금융,'063570,0.714
2016.07.11,화승인더,'006060,0.889
2016.07.11,LG전자,'066570,0.778
2016.07.13,신세계,'004170,0.8
2016.07.13,컴투스,'078340,0.6
2016.07.13,LS산전,'010120,0.714
2016.07.13,LG,'003550,1.0
2016.07.13,SK,'034730,0.75
2016.07.13,LG디스플레이,'034220,0.75
2016.07.13,KT,'030200,1.0
2016.07.13,카카오,'035720,0.857
2016.07.13,아비코전자,'036010,0.857
2016.07.13,옵트론텍,'082210,0.857
2016.07.13,엔씨소프트,'036570,0.7
2016.07.13,삼성전기,'009150,0.455
2016.07.13,동원산업,'006040,1.0
2016.07.13,현대차,'005380,0.667
2016.07.13,SK하이닉스,'000660,0.667
2016.07.13,LG이노텍,'011070,0.667
2016.07.13,세코닉스,'053450,0.545
2016.07.13,SK머티리얼즈,'036490,0.833
2016.07.13,SK디앤디,'210980,0.667
2016.07.14,POSCO,'005490,0.667
2016.07.14,롯데하이마트,'071840,0.4
2016.07.14,KT,'030200,0.667
2016.07.14,기아차,'000270,0.818
2016.07.14,현대제철,'004020,0.667
2016.07.15,바텍,'043150,0.833
2016.07.15,서울반도체,'046890,0.67
2016.07.15,LG유플러스,'032640,0.75
2016.07.19,두산인프라코어,'042670,0.778
2016.07.19,무학,'033920,0.583
2016.07.21,신세계푸드,'031440,0.778
2016.07.21,세아베스틸,'001430,0.786
2016.07.21,제일기획,'030000,0.667
2016.07.22,에스원,'012750,0.667
2016.07.22,KB손해보험,'002550,0.585
2016.07.22,POSCO,'005490,0.75
2016.07.22,LG생명과학,'068870,0.857
2016.07.22,KT&amp;G,'033780,0.833
2016.07.22,롯데쇼핑,'023530,0.5
2016.07.22,포스코대우,'047050,0.667
2016.07.25,팜스토리,'027710,0.727
2016.07.25,사조산업,'007160,0.778
2016.07.25,농심,'004370,0.625
2016.07.25,LG화학,'051910,0.667
2016.07.25,바디텍메드,'206640,0.857
2016.07.25,삼성전기,'009150,0.571
2016.07.25,OCI,'010060,0.73
2016.07.25,OCI,'010060,0.6
2016.07.26,성도이엔지,'037350,0.636
2016.07.26,MPK,'065150,0.5
2016.07.26,현대제철,'004020,0.778
2016.07.26,인터플렉스,'051370,0.786
2016.07.26,코텍,'052330,0.857
2016.07.26,LS산전,'010120,0.667
2016.07.26,보령제약,'003850,0.75
2016.07.26,포스코 ICT,'022100,0.667
2016.07.27,현대차,'005380,0.714
2016.07.27,현대산업,'012630,0.857
2016.07.27,현대차,'005380,0.75
2016.07.27,신세계인터내셔날,'031430,0.667
2016.07.27,코엔텍,'029960,0.667
2016.07.27,SK하이닉스,'000660,0.773
2016.07.28,현대글로비스,'086280,0.667
2016.07.28,기아차,'000270,0.667
2016.07.28,현대위아,'011210,0.571
2016.07.28,한전기술,'052690,0.75
2016.07.28,LG이노텍,'011070,0.667
2016.07.28,한솔제지,'213500,0.857
2016.07.28,현대건설,'000720,0.667
2016.07.28,현대미포조선,'010620,0.727
2016.07.28,현대에이치씨엔,'126560,0.429
2016.07.28,녹십자,'006280,0.625
2016.07.28,LG상사,'001120,0.667
2016.07.28,LG디스플레이,'034220,0.667
2016.07.29,대림산업,'000210,0.75
2016.07.29,LG전자,'066570,0.4
2016.07.29,한미약품,'128940,0.571
2016.07.29,대현,'016090,0.867
2016.07.29,GS건설,'006360,0.6
2016.07.29,메리츠화재,'000060,0.76
2016.07.29,NAVER,'035420,1.0
2016.07.29,SK텔레콤,'017670,0.808
2016.07.29,세아베스틸,'001430,0.4
2016.08.01,KT,'030200,0.714
2016.08.01,한전KPS,'051600,0.583
2016.08.01,삼성중공업,'010140,0.571
2016.08.01,삼성화재,'000810,0.765
2016.08.01,동부화재,'005830,0.7
2016.08.01,대우건설,'047040,1.0
2016.08.01,아모레퍼시픽,'090430,0.71
2016.08.01,SK네트웍스,'001740,0.75
2016.08.01,서울반도체,'046890,0.667
2016.08.01,삼성SDI,'006400,0.545
2016.08.01,아모레퍼시픽,'090430,0.545
