dt,name,code,pos_score
2016.02.03,SK텔레콤,'017670,0.256077669
2016.02.03,아모레퍼시픽,'090430,0.619267483
2016.02.03,대한항공,'003490,0.3928292
2016.02.03,GS홈쇼핑,'028150,0.458417686
2016.02.03,아모레퍼시픽,'090430,0.496071145
2016.02.04,농우바이오,'054050,0.522581256
2016.02.04,에스케이디앤디,'210980,0.252304343
2016.02.04,LG상사,'001120,0.146321944
2016.02.04,게임빌,'063080,0.53423691
2016.02.04,컴투스,'078340,0.637763182
2016.02.04,게임빌,'063080,0.873769144
2016.02.04,컴투스,'078340,0.525920373
2016.02.05,CJ제일제당,'097950,0.482151394
2016.02.05,롯데쇼핑,'023530,0.308167063
2016.02.05,GS리테일,'007070,0.201643263
2016.02.05,동아에스티,'170900,0.610591204
2016.02.05,현대산업,'012630,0.315151169
2016.02.05,현대미포조선,'010620,0.398929626
2016.02.05,CJ오쇼핑,'035760,0.407557035
2016.02.05,롯데하이마트,'071840,0.29063265
2016.02.05,한국전력,'015760,0.326588723
2016.02.05,CJ CGV,'079160,0.678732626
2016.02.11,두산인프라코어,'042670,0.338145563
2016.02.11,환인제약,'016580,0.501810368
2016.02.11,카카오,'035720,0.637500688
2016.02.11,선데이토즈,'123420,0.491558696
2016.02.11,두산엔진,'082740,0.508487153
2016.02.11,KCC,'002380,0.587148358
2016.02.11,LIG넥스원,'079550,0.584591102
2016.02.11,셀트리온,'068270,0.798511517
2016.02.11,데브시스터즈,'194480,0.493993583
2016.02.11,SK가스,'018670,0.408870644
2016.02.11,LG생명과학,'068870,0.778933178
2016.02.11,현대백화점,'069960,0.307617271
2016.02.11,SK이노베이션,'096770,0.541627416
2016.02.11,SKC,'011790,0.478138264
2016.02.11,현대홈쇼핑,'057050,0.391252956
2016.02.11,코리안리,'003690,0.495906014
2016.02.11,LS산전,'010120,0.542968683
2016.02.11,현대그린푸드,'005440,0.28622242
2016.02.11,금호석유,'011780,0.289603096
2016.02.11,CJ제일제당,'097950,0.492439497
2016.02.11,GS,'078930,0.608795889
2016.02.11,LG상사,'001120,0.357790832
2016.02.11,두산중공업,'034020,0.384448898
2016.02.12,에스엠,'041510,0.681360661
2016.02.12,하이트진로,'000080,0.76220189
2016.02.12,엔씨소프트,'036570,0.76911921
2016.02.12,현대리바트,'079430,0.532499578
2016.02.12,오리온,'001800,0.994071543
2016.02.12,엔씨소프트,'036570,0.461375834
2016.02.12,BGF리테일,'027410,0.4769454
2016.02.15,한전기술,'052690,0.500095912
2016.02.15,한국콜마,'161890,0.699581258
2016.02.15,한국가스공사,'036460,0.057165911
2016.02.15,CJ프레시웨이,'051500,0.143602178
2016.02.16,농심,'004370,0.670792415
2016.02.16,민앤지,'214180,0.638244808
2016.02.16,GS리테일,'007070,0.517859088
2016.02.16,LG전자,'066570,0.621680211
2016.02.16,씨큐브,'101240,0.000382769
2016.02.17,코스맥스,'192820,0.688965479
2016.02.17,한세실업,'105630,0.032146472
2016.02.17,무학,'033920,0.277063187
2016.02.17,심텍,'222800,0.545383378
2016.02.17,OCI,'010060,0.301142266
2016.02.17,케이탑리츠,'145270,0.452466207
2016.02.17,덱스터,'206560,0.279305252
2016.02.18,코웨이,'021240,0.665545839
2016.02.18,NHN엔터테인먼트,'181710,0.669874104
2016.02.19,에스엠,'041510,0.67291959
2016.02.22,에스케이디앤디,'210980,0.31531749
2016.02.22,SK네트웍스,'001740,0.314425905
2016.02.22,씨젠,'096530,0.655922796
2016.02.22,보령제약,'003850,0.72440986
2016.02.22,아비코전자,'036010,0.99950242
2016.02.22,LG전자,'066570,0.678795868
2016.02.23,맥쿼리인프라,'088980,0.020884475
2016.02.23,이수페타시스,'007660,0.707502738
2016.02.23,현대백화점,'069960,0.39793742
2016.02.24,NEW,'160550,0.611394802
2016.02.24,하나투어,'039130,0.148636831
2016.02.24,유한양행,'000100,0.403594209
2016.02.24,대교,'019680,0.692658243
2016.02.25,종근당바이오,'063160,0.000119029
2016.02.25,한화케미칼,'009830,0.42827215
2016.02.29,흥국에프엔비,'189980,0.644532655
2016.02.29,SK,'034730,0.748721845
2016.02.29,티씨케이,'064760,0.000639075
2016.02.29,하나투어,'039130,0.41141616
2016.02.29,한국전력,'015760,0.573396547
2016.02.29,맥쿼리인프라,'088980,0.186442705
2016.03.01,CJ프레시웨이,'051500,0.01139006
2016.03.01,삼립식품,'005610,0.000299152
2016.03.02,현대산업,'012630,0.309580152
2016.03.02,대현,'016090,0.53825703
2016.03.02,농우바이오,'054050,0.632397549
2016.03.03,롯데푸드,'002270,0.535519739
2016.03.03,쌍용차,'003620,0.649460329
2016.03.03,두산인프라코어,'042670,0.3646451
2016.03.03,롯데하이마트,'071840,0.248681281
2016.03.04,세코닉스,'053450,0.327818879
2016.03.04,동국제약,'086450,0.779904297
2016.03.04,블루콤,'033560,0.333112631
2016.03.07,한화테크윈,'012450,0.535173888
2016.03.07,태광,'023160,0.535891262
2016.03.07,파트론,'091700,0.476859366
2016.03.07,대우건설,'047040,0.424013075
2016.03.08,롯데쇼핑,'023530,0.279986882
2016.03.08,삼성전자,'005930,0.485977352
2016.03.09,LS,'006260,0.675011931
2016.03.09,삼성화재,'000810,0.478026795
2016.03.10,한국맥널티,'222980,0.000510784
2016.03.10,보령제약,'003850,0.889028055
2016.03.11,현대위아,'011210,0.596026171
2016.03.14,알루코,'001780,0.725241414
2016.03.14,쿠쿠전자,'192400,0.437504717
2016.03.14,엔씨소프트,'036570,0.794055781
2016.03.15,지스마트글로벌,'114570,0.467771212
2016.03.15,화성,'039610,0.437578128
2016.03.15,SK,'034730,0.907763465
2016.03.17,삼성SDI,'006400,0.449493564
2016.03.17,동아쏘시오홀딩스,'000640,0.60459302
2016.03.18,민앤지,'214180,0.508606301
2016.03.18,서울옥션,'063170,0.181138162
2016.03.18,에스앤씨엔진그룹,'900080,0.000725099
2016.03.21,서울반도체,'046890,0.463987368
2016.03.23,컴투스,'078340,0.674799818
2016.03.24,에넥스,'011090,0.403376428
2016.03.24,창해에탄올,'004650,0.638225066
2016.03.25,삼기오토모티브,'122350,0.724232208
2016.03.25,LIG넥스원,'079550,0.728591726
2016.03.25,와이솔,'122990,0.005394258
2016.03.28,LG이노텍,'011070,0.33766154
2016.03.29,코라오홀딩스,'900140,0.297652456
2016.03.30,SK텔레콤,'017670,0.640454274
2016.03.30,대림씨엔에스,'004440,4.56E-05
2016.03.31,바디텍메드,'206640,0.480064609
2016.03.31,LS산전,'010120,0.443994569
2016.03.31,나노,'187790,0.000175183
2016.03.31,게임빌,'063080,0.746782322
2016.03.31,동아에스티,'170900,0.000103926
2016.04.01,CJ헬로비전,'037560,0.010555252
2016.04.01,랩지노믹스,'084650,0.443484689
2016.04.04,사조산업,'007160,0.34448972
2016.04.04,유수홀딩스,'000700,0.556599602
2016.04.04,대호에이엘,'069460,0.382053466
2016.04.04,우수AMS,'066590,0.559783132
2016.04.05,현대백화점,'069960,0.715007305
2016.04.05,GS건설,'006360,0.299947909
2016.04.06,대웅,'003090,0.768933203
2016.04.06,컴투스,'078340,0.509466182
2016.04.06,에스원,'012750,0.433759988
2016.04.07,매일유업,'005990,0.561708637
2016.04.08,두산,'000150,0.682486228
2016.04.11,CJ제일제당,'097950,0.614890022
2016.04.11,이마트,'139480,0.326257932
2016.04.12,카카오,'035720,0.612907998
2016.04.12,동부화재,'005830,0.346599291
2016.04.12,LG전자,'066570,0.698668677
2016.04.14,대웅제약,'069620,0.530557429
2016.04.14,휴비츠,'065510,0.491422511
2016.04.15,선데이토즈,'123420,0.791836921
2016.04.19,대봉엘에스,'078140,0.816702505
2016.04.19,한국전력,'015760,0.401763171
2016.04.20,두산중공업,'034020,0.439028733
2016.04.20,두산인프라코어,'042670,0.582901615
2016.04.20,조이시티,'067000,0.52131335
2016.04.20,와이지엔터테인먼트,'122870,0.398868419
2016.04.20,두산중공업,'034020,0.861855526
2016.04.20,두산,'000150,0.733714969
2016.04.20,두산인프라코어,'042670,0.688942097
2016.04.21,LS산전,'010120,0.777782901
2016.04.22,대림산업,'000210,0.649311459
2016.04.22,LG화학,'051910,0.378957652
2016.04.22,제일기획,'030000,0.533631428
2016.04.22,대현,'016090,0.580806567
2016.04.22,포스코대우,'047050,0.483376751
2016.04.22,KT&amp;G,'033780,4.94E-05
2016.04.22,S-Oil,'010950,0.484035886
2016.04.22,LIG넥스원,'079550,0.541517666
2016.04.22,KT&amp;G,'033780,3.83E-05
2016.04.25,SK이노베이션,'096770,0.409720034
2016.04.25,인베니아,'079950,0.455331191
2016.04.25,멀티캠퍼스,'067280,0.505054887
2016.04.25,한국전력,'015760,0.310178188
2016.04.25,KB손해보험,'002550,0.246043435
2016.04.25,POSCO,'005490,0.440094216
2016.04.25,대림산업,'000210,0.291114277
2016.04.25,포스코대우,'047050,0.46508443
2016.04.25,인바디,'041830,0.607139053
2016.04.25,국도화학,'007690,0.758616239
2016.04.26,SKC코오롱PI,'178920,0.535470497
2016.04.26,서울반도체,'046890,0.508556139
2016.04.27,삼성전기,'009150,0.25354787
2016.04.27,LS산전,'010120,0.667917305
2016.04.27,동원산업,'006040,0.462032028
2016.04.27,현대차,'005380,0.30984952
2016.04.27,대교,'019680,0.671449933
2016.04.27,한전기술,'052690,0.511952987
2016.04.27,SK하이닉스,'000660,0.535128323
2016.04.28,현대건설,'000720,0.490233548
2016.04.28,기아차,'000270,0.517427208
2016.04.28,LG생활건강,'051900,0.643637223
2016.04.28,LG이노텍,'011070,0.01656941
2016.04.28,SK하이닉스,'000660,0.416696506
2016.04.28,LG디스플레이,'034220,0.547608413
2016.04.28,현대모비스,'012330,0.738606423
2016.04.28,LG이노텍,'011070,0.382088853
2016.04.28,CJ제일제당,'097950,0.322232737
2016.04.28,LG디스플레이,'034220,0.525015877
2016.04.28,현대제철,'004020,0.307126293
2016.04.28,현대건설,'000720,0.513783593
2016.04.28,LG생활건강,'051900,0.695766286
2016.04.28,LG유플러스,'032640,0.54163717
2016.04.28,LG유플러스,'032640,0.555268077
2016.04.28,종근당,'185750,0.570283049
2016.04.28,현대위아,'011210,0.443437043
2016.04.28,휴비츠,'065510,0.629401618
2016.04.29,유한양행,'000100,0.714641606
2016.04.29,SK텔레콤,'017670,0.56813412
2016.04.29,한미약품,'128940,0.56813412
2016.04.29,세아베스틸,'001430,0.24622034
2016.04.29,LG상사,'001120,0.546207125
2016.04.29,SK텔레콤,'017670,0.597118054
2016.04.29,NAVER,'035420,0.633162139
2016.04.29,LG전자,'066570,0.618280387
2016.04.29,만도,'204320,0.796523242
2016.04.29,대한항공,'003490,0.488526323
2016.04.29,에스원,'012750,0.428321407
2016.04.29,동양생명,'082640,0.414148879
2016.05.02,한전KPS,'051600,0.550709256
2016.05.02,KT,'030200,0.597748318
2016.05.02,대우건설,'047040,0.348131544
2016.05.02,맥쿼리인프라,'088980,0.436222962
2016.05.02,삼성중공업,'010140,0.143085192
2016.05.02,LG전자,'066570,0.007289455
2016.05.02,보령제약,'003850,0.318388461
2016.05.02,롯데케미칼,'011170,0.497051686
2016.05.02,LG상사,'001120,0.575707819
2016.05.02,호텔신라,'008770,0.358544794
2016.05.02,KT,'030200,0.999875903
2016.05.03,SK네트웍스,'001740,0.565100812
2016.05.03,GS홈쇼핑,'028150,0.542037806
2016.05.03,아모레퍼시픽,'090430,0.645723514
2016.05.03,신세계푸드,'031440,0.476615308
2016.05.03,한화테크윈,'012450,0.603745953
2016.05.03,동아에스티,'170900,0.679168633
2016.05.03,GS홈쇼핑,'028150,0.513635401
2016.05.04,현대백화점,'069960,0.444500825
2016.05.04,바텍,'043150,0.699390394
2016.05.04,유나이티드제약,'033270,0.842697222
2016.05.04,코웨이,'021240,0.683485745
2016.05.04,민앤지,'214180,0.557359452
2016.05.04,대봉엘에스,'078140,0.814084652
2016.05.04,파트론,'091700,0.999852419
2016.05.04,OCI,'010060,0.691659657
2016.05.09,대현,'016090,0.681983802
2016.05.09,CJ대한통운,'000120,0.705088613
2016.05.09,동원산업,'006040,0.483517538
2016.05.09,롯데하이마트,'071840,0.206872302
2016.05.09,OCI,'010060,0.566451619
2016.05.09,롯데쇼핑,'023530,0.391783485
2016.05.10,현대백화점,'069960,0.508695219
2016.05.10,코스맥스,'192820,0.668215523
2016.05.10,한섬,'020000,0.527176626
2016.05.10,CJ CGV,'079160,0.70265928
2016.05.10,한국전력,'015760,0.359181324
2016.05.10,BGF리테일,'027410,0.477088328
2016.05.10,두산인프라코어,'042670,0.157080569
2016.05.10,코스맥스,'192820,0.861552736
2016.05.10,현대그린푸드,'005440,0.523693383
2016.05.10,현대홈쇼핑,'057050,0.766091108
2016.05.10,삼진제약,'005500,0.755326617
2016.05.11,종근당홀딩스,'001630,0.54169674
2016.05.11,CJ E&amp;M,'130960,4.49E-05
2016.05.11,인바디,'041830,0.532455737
2016.05.11,심텍,'222800,0.519126001
2016.05.11,CJ제일제당,'097950,0.5807959
2016.05.11,CJ제일제당,'097950,0.70848414
2016.05.12,한화생명,'088350,0.450957756
2016.05.12,게임빌,'063080,0.601929428
2016.05.12,컴투스,'078340,0.550477657
2016.05.12,한국전력,'015760,0.552375917
2016.05.12,와이지엔터테인먼트,'122870,0.522651518
2016.05.12,SKC,'011790,0.320519545
2016.05.12,BGF리테일,'027410,0.221031764
2016.05.13,에스엠,'041510,0.666464993
2016.05.13,동양생명,'082640,0.283061356
2016.05.13,한국가스공사,'036460,0.32343289
2016.05.13,한화케미칼,'009830,0.712609353
2016.05.13,케이탑리츠,'145270,0.340811339
2016.05.13,한국콜마,'161890,0.772246717
2016.05.13,종근당바이오,'063160,0.520846996
2016.05.13,카카오,'035720,0.663695738
2016.05.16,엠케이트렌드,'069640,0.661408601
2016.05.16,포스코 ICT,'022100,0.621011697
2016.05.16,미래에셋증권,'037620,0.172547638
2016.05.16,엔씨소프트,'036570,0.890691954
2016.05.16,삼성생명,'032830,0.415198763
2016.05.16,NH투자증권,'005940,0.322559375
2016.05.16,오리온,'001800,0.564575771
2016.05.16,엔씨소프트,'036570,0.527538678
2016.05.16,조이시티,'067000,0.607118214
2016.05.16,NHN엔터테인먼트,'181710,0.498620065
2016.05.17,대한제강,'084010,0.349350033
2016.05.17,쿠쿠전자,'192400,0.451083739
2016.05.17,SBS,'034120,0.171777254
2016.05.17,롯데칠성,'005300,0.522590936
2016.05.17,한국철강,'104700,0.640440024
2016.05.17,SK디앤디,'210980,0.281266516
2016.05.17,동운아나텍,'094170,0.624085587
2016.05.17,아모텍,'052710,0.645465563
2016.05.17,매일유업,'005990,0.463645087
2016.05.17,동국제약,'086450,0.610125221
2016.05.17,SK,'034730,0.880830173
2016.05.17,동아쏘시오홀딩스,'000640,0.616349325
2016.05.18,LG,'003550,0.701296949
2016.05.19,한진칼,'180640,0.523009604
2016.05.19,키이스트,'054780,0.342247763
2016.05.23,한국전력,'015760,0.16793618
2016.05.23,현대백화점,'069960,0.364248362
2016.05.24,메디아나,'041920,0.739606371
2016.05.24,경동제약,'011040,0.243116846
2016.05.24,SK,'034730,0.003085002
2016.05.24,SK머티리얼즈,'036490,0.999890447
2016.05.25,창해에탄올,'004650,0.545825121
2016.05.27,아이쓰리시스템,'214430,0.689209265
2016.05.27,엠케이트렌드,'069640,0.467053156
2016.05.30,LS,'006260,0.255496347
2016.05.31,SK텔레콤,'017670,0.919129329
2016.06.01,광동제약,'009290,0.619286795
2016.06.02,쌍용차,'003620,0.429540795
2016.06.02,한국전력,'015760,0.244744646
2016.06.03,만도,'204320,0.964760963
2016.06.03,디티앤씨,'187220,0.538422546
2016.06.03,한라홀딩스,'060980,0.156920446
2016.06.07,현대로템,'064350,7.46E-05
2016.06.07,멕아이씨에스,'058110,0.644424673
2016.06.07,맥쿼리인프라,'088980,0.155763853
2016.06.07,풀무원,'017810,0.539973744
2016.06.07,남양유업,'003920,0.493527535
2016.06.07,한샘,'009240,0.214448871
2016.06.08,롯데하이마트,'071840,0.422704408
2016.06.08,기아차,'000270,0.878787681
2016.06.08,녹십자,'006280,0.708996913
2016.06.09,LG전자,'066570,0.483968842
2016.06.09,두산인프라코어,'042670,0.471375186
2016.06.09,선데이토즈,'123420,0.62372869
2016.06.10,베셀,'177350,0.391244532
2016.06.10,아이마켓코리아,'122900,0.413945594
2016.06.13,LG이노텍,'011070,0.38352472
2016.06.13,NAVER,'035420,0.586804118
2016.06.13,SK네트웍스,'001740,0.548495336
2016.06.14,삼성SDI,'006400,0.554757206
2016.06.14,현대홈쇼핑,'057050,0.38637036
2016.06.14,보령제약,'003850,0.847903243
2016.06.14,한솔제지,'213500,0.292155572
2016.06.15,파트론,'091700,0.486883796
2016.06.15,한국전력,'015760,0.154711056
2016.06.16,네오팜,'092730,0.003603386
2016.06.16,농우바이오,'054050,0.654700536
2016.06.16,쿠쿠전자,'192400,0.374519827
2016.06.16,웅진씽크빅,'095720,0.371977563
2016.06.16,맥쿼리인프라,'088980,0.354773761
2016.06.20,LG,'003550,0.008770404
2016.06.20,진로발효,'018120,0.601927536
2016.06.20,LG유플러스,'032640,0.05476439
2016.06.20,LG생명과학,'068870,0.068784527
2016.06.20,LG화학,'051910,0.039397229
2016.06.20,LG생활건강,'051900,0.407675314
2016.06.20,LG전자,'066570,0.728075624
2016.06.20,LG이노텍,'011070,0.03452551
2016.06.20,LG디스플레이,'034220,0.084121257
2016.06.22,GS홈쇼핑,'028150,0.000655621
2016.06.22,삼천리자전거,'024950,0.374149145
2016.06.22,LF,'093050,0.0038057
2016.06.22,신세계인터내셔날,'031430,0.001762491
2016.06.22,한섬,'020000,0.457673013
2016.06.22,빙그레,'005180,0.47969588
2016.06.22,동아엘텍,'088130,0.520287309
2016.06.22,한화테크윈,'012450,0.677185143
2016.06.22,영우디에스피,'143540,0.999876738
2016.06.23,미동앤씨네마,'161570,0.338936843
2016.06.23,드래곤플라이,'030350,0.406726678
2016.06.24,동서,'026960,0.60675927
2016.06.24,락앤락,'115390,0.399355357
2016.06.24,멀티캠퍼스,'067280,0.000242075
2016.06.28,국도화학,'007690,0.000326963
2016.06.28,SKC,'011790,0.004233737
2016.06.28,KCC,'002380,0.894424975
2016.06.28,포스코대우,'047050,0.045121547
2016.06.28,LG상사,'001120,0.062914163
2016.06.28,금호석유,'011780,0.050349083
2016.06.28,SK이노베이션,'096770,0.33131665
2016.06.28,SK가스,'018670,0.008433139
2016.06.28,OCI,'010060,0.001310485
2016.06.28,GS,'078930,0.058256548
2016.06.28,코리아에프티,'123410,0.419433312
2016.06.28,현대위아,'011210,0.583448184
2016.06.28,유앤아이,'056090,0.711585742
2016.06.28,신세계푸드,'031440,0.445056856
2016.06.28,세중,'039310,0.455800681
2016.06.28,LG화학,'051910,0.81592679
2016.06.28,롯데케미칼,'011170,0.062948659
2016.06.28,한화케미칼,'009830,0.002580647
2016.06.28,S-Oil,'010950,0.027884904
2016.06.29,한국맥널티,'222980,0.498154922
2016.06.29,플랜티넷,'075130,0.446477129
2016.06.30,능률교육,'053290,0.141683726
2016.06.30,더블유게임즈,'192080,0.548336765
2016.07.01,환인제약,'016580,0.395562515
2016.07.04,지엠비코리아,'013870,0.49308532
2016.07.04,엠게임,'058630,0.012603042
2016.07.04,KNN,'058400,0.101008618
2016.07.04,한미사이언스,'008930,0.726611502
2016.07.04,녹십자홀딩스,'005250,0.563170744
2016.07.04,대웅,'003090,0.72783334
2016.07.04,종근당홀딩스,'001630,0.651925833
2016.07.04,리노공업,'058470,0.457064682
2016.07.04,동아쏘시오홀딩스,'000640,0.566958954
2016.07.04,맥쿼리인프라,'088980,0.353743061
2016.07.05,이스트소프트,'047560,0.06028289
2016.07.06,SK디앤디,'210980,0.268564116
2016.07.06,KT뮤직,'043610,0.245849956
2016.07.06,처음앤씨,'111820,0.24060812
2016.07.06,동성코퍼레이션,'102260,0.455831775
2016.07.06,라온시큐어,'042510,0.533958062
2016.07.07,대상,'001680,0.596445027
2016.07.07,크리스탈,'083790,0.723298064
2016.07.07,코웨이,'021240,0.108072644
2016.07.07,현대리바트,'079430,0.379757574
2016.07.07,에스원,'012750,0.483513802
2016.07.07,우진플라임,'049800,0.440655989
2016.07.08,파트론,'091700,0.79855549
2016.07.08,삼보모터스,'053700,0.432683826
2016.07.08,LS,'006260,0.576478828
2016.07.08,동아에스티,'170900,0.632957367
2016.07.11,동성코퍼레이션,'102260,0.826303627
2016.07.11,한국전력,'015760,0.521740737
2016.07.11,화승인더,'006060,0.776505581
2016.07.11,LG전자,'066570,0.552237717
2016.07.11,한국전자금융,'063570,0.879194849
2016.07.11,쎄트렉아이,'099320,0.616730151
2016.07.13,엔씨소프트,'036570,0.900195784
2016.07.13,LG,'003550,0.999687552
2016.07.13,카카오,'035720,0.99583745
2016.07.13,컴투스,'078340,0.996064007
2016.07.13,SK,'034730,0.999590218
2016.07.13,SK하이닉스,'000660,0.585744563
2016.07.13,LG이노텍,'011070,0.568355382
2016.07.13,아비코전자,'036010,0.821701439
2016.07.13,SK머티리얼즈,'036490,0.668996093
2016.07.13,옵트론텍,'082210,0.897676859
2016.07.13,현대차,'005380,0.623459596
2016.07.13,LS산전,'010120,0.524832995
2016.07.13,LG디스플레이,'034220,0.563339469
2016.07.13,SK디앤디,'210980,0.083795823
2016.07.13,삼성전기,'009150,0.514843382
2016.07.13,동원산업,'006040,0.488590341
2016.07.13,세코닉스,'053450,0.813035947
2016.07.13,신세계,'004170,0.470684631
2016.07.14,기아차,'000270,0.710327852
2016.07.14,현대제철,'004020,0.460974302
2016.07.14,롯데하이마트,'071840,0.181315227
2016.07.14,POSCO,'005490,0.393954899
2016.07.14,KT,'030200,0.669310039
2016.07.15,바텍,'043150,0.932755465
2016.07.15,LG유플러스,'032640,0.753821119
2016.07.15,서울반도체,'046890,0.421306614
2016.07.19,두산인프라코어,'042670,0.783184496
2016.07.19,무학,'033920,0.466580119
2016.07.20,디오,'039840,0.732438412
2016.07.21,신세계푸드,'031440,0.432526522
2016.07.21,세아베스틸,'001430,0.520585443
2016.07.21,제일기획,'030000,0.544162251
2016.07.22,LG생명과학,'068870,0.810359396
2016.07.22,포스코대우,'047050,0.404638162
2016.07.22,에스원,'012750,0.472976078
2016.07.22,KT&amp;G,'033780,3.83E-05
2016.07.22,롯데쇼핑,'023530,0.233370521
2016.07.22,POSCO,'005490,0.384688337
2016.07.22,KB손해보험,'002550,0.68243644
2016.07.22,KT&amp;G,'033780,0.654587278
2016.07.25,바디텍메드,'206640,0.834350773
2016.07.25,농심,'004370,0.620406753
2016.07.25,팜스토리,'027710,0.489131086
2016.07.25,OCI,'010060,0.574617496
2016.07.25,LG화학,'051910,0.439538427
2016.07.25,사조산업,'007160,0.477130338
2016.07.25,삼성전기,'009150,0.427806386
